BackgroundIntensity;speed
0;{}
0.01;{}
0.0515;{{530, 0.0889129996298998}, {565, 0.11855066617319973}, {600, 0.0889129996298998}, {640, 0.0889129996298998}, {680, 0.0889129996298998}, {720, 0.0889129996298998}, {760, 0.0889129996298998}, {795, 0.11855066617319973}, {830, 0.0889129996298998}, {870, 0.0889129996298998}, {905, 0.11855066617319973}, {940, 0.0889129996298998}, {975, 0.11855066617319973}, {1010, 0.0889129996298998}, {1045, 0.11855066617319973}, {1080, 0.0889129996298998}, {1115, 0.11855066617319973}, {1150, 0.0889129996298998}, {1185, 0.11855066617319973}, {1215, 0.11855066617319973}, {1250, 0.0889129996298998}, {1285, 0.11855066617319973}, {1320, 0.0889129996298998}, {1355, 0.11855066617319973}, {1385, 0.11855066617319973}, {1420, 0.0889129996298998}, {1455, 0.11855066617319973}, {1490, 0.0889129996298998}, {1525, 0.11855066617319973}, {1560, 0.0889129996298998}, {1595, 0.11855066617319973}, {1630, 0.0889129996298998}, {1665, 0.11855066617319973}, {1700, 0.0889129996298998}, {1735, 0.11855066617319973}, {1770, 0.0889129996298998}, {1810, 0.0889129996298998}, {1845, 0.11855066617319973}, {1880, 0.0889129996298998}, {1920, 0.0889129996298998}, {1960, 0.0889129996298998}, {2000, 0.0889129996298998}, {2040, 0.0889129996298998}, {2080, 0.0889129996298998}, {2120, 0.0889129996298998}, {2160, 0.0889129996298998}, {2200, 0.0889129996298998}, {2240, 0.0889129996298998}, {2280, 0.0889129996298998}, {2325, 0.07113039970391984}, {2370, 0.0889129996298998}, {2415, 0.07113039970391984}, {2460, 0.0889129996298998}, {2505, 0.07113039970391984}, {2550, 0.0889129996298998}, {2595, 0.07113039970391984}, {2645, 0.07113039970391984}, {2695, 0.07113039970391984}, {2745, 0.07113039970391984}, {2795, 0.07113039970391984}, {2850, 0.059275333086599866}, {2905, 0.07113039970391984}, {2960, 0.059275333086599866}, {3020, 0.059275333086599866}, {3085, 0.05080742835994275}, {3155, 0.05080742835994275}, {3230, 0.0444564998149499}, {3320, 0.03556519985195992}}
0.052;{{525, 0.11855066617319973}, {560, 0.0889129996298998}, {600, 0.0889129996298998}, {640, 0.0889129996298998}, {680, 0.0889129996298998}, {720, 0.0889129996298998}, {755, 0.11855066617319973}, {790, 0.0889129996298998}, {830, 0.0889129996298998}, {865, 0.11855066617319973}, {900, 0.0889129996298998}, {935, 0.11855066617319973}, {970, 0.0889129996298998}, {1005, 0.11855066617319973}, {1040, 0.0889129996298998}, {1075, 0.11855066617319973}, {1110, 0.0889129996298998}, {1145, 0.11855066617319973}, {1175, 0.11855066617319973}, {1210, 0.0889129996298998}, {1245, 0.11855066617319973}, {1280, 0.0889129996298998}, {1315, 0.11855066617319973}, {1345, 0.11855066617319973}, {1380, 0.0889129996298998}, {1415, 0.11855066617319973}, {1450, 0.0889129996298998}, {1485, 0.11855066617319973}, {1515, 0.11855066617319973}, {1550, 0.0889129996298998}, {1585, 0.11855066617319973}, {1620, 0.0889129996298998}, {1655, 0.11855066617319973}, {1690, 0.0889129996298998}, {1730, 0.0889129996298998}, {1765, 0.11855066617319973}, {1800, 0.0889129996298998}, {1840, 0.0889129996298998}, {1875, 0.11855066617319973}, {1910, 0.0889129996298998}, {1950, 0.0889129996298998}, {1990, 0.0889129996298998}, {2030, 0.0889129996298998}, {2070, 0.0889129996298998}, {2110, 0.0889129996298998}, {2150, 0.0889129996298998}, {2190, 0.0889129996298998}, {2230, 0.0889129996298998}, {2270, 0.0889129996298998}, {2315, 0.07113039970391984}, {2360, 0.0889129996298998}, {2400, 0.0889129996298998}, {2445, 0.07113039970391984}, {2495, 0.07113039970391984}, {2540, 0.0889129996298998}, {2585, 0.07113039970391984}, {2635, 0.07113039970391984}, {2685, 0.07113039970391984}, {2735, 0.07113039970391984}, {2785, 0.07113039970391984}, {2840, 0.059275333086599866}, {2895, 0.07113039970391984}, {2950, 0.059275333086599866}, {3010, 0.059275333086599866}, {3075, 0.05080742835994275}, {3145, 0.05080742835994275}, {3220, 0.0444564998149499}, {3310, 0.03556519985195992}, {3455, 0.018718526237873644}}
0.0525;{{520, 0.0889129996298998}, {560, 0.0889129996298998}, {600, 0.0889129996298998}, {640, 0.0889129996298998}, {680, 0.0889129996298998}, {715, 0.11855066617319973}, {750, 0.0889129996298998}, {790, 0.0889129996298998}, {825, 0.11855066617319973}, {860, 0.0889129996298998}, {895, 0.11855066617319973}, {930, 0.0889129996298998}, {965, 0.11855066617319973}, {1000, 0.0889129996298998}, {1035, 0.11855066617319973}, {1070, 0.0889129996298998}, {1105, 0.11855066617319973}, {1135, 0.11855066617319973}, {1170, 0.0889129996298998}, {1205, 0.11855066617319973}, {1235, 0.11855066617319973}, {1270, 0.0889129996298998}, {1305, 0.11855066617319973}, {1340, 0.0889129996298998}, {1375, 0.11855066617319973}, {1405, 0.11855066617319973}, {1440, 0.0889129996298998}, {1475, 0.11855066617319973}, {1505, 0.11855066617319973}, {1540, 0.0889129996298998}, {1575, 0.11855066617319973}, {1610, 0.0889129996298998}, {1645, 0.11855066617319973}, {1680, 0.0889129996298998}, {1715, 0.11855066617319973}, {1750, 0.0889129996298998}, {1790, 0.0889129996298998}, {1825, 0.11855066617319973}, {1860, 0.0889129996298998}, {1900, 0.0889129996298998}, {1940, 0.0889129996298998}, {1975, 0.11855066617319973}, {2010, 0.0889129996298998}, {2050, 0.0889129996298998}, {2090, 0.0889129996298998}, {2130, 0.0889129996298998}, {2170, 0.0889129996298998}, {2215, 0.07113039970391984}, {2260, 0.0889129996298998}, {2300, 0.0889129996298998}, {2345, 0.07113039970391984}, {2390, 0.0889129996298998}, {2435, 0.07113039970391984}, {2480, 0.0889129996298998}, {2525, 0.07113039970391984}, {2575, 0.07113039970391984}, {2625, 0.07113039970391984}, {2675, 0.07113039970391984}, {2725, 0.07113039970391984}, {2775, 0.07113039970391984}, {2830, 0.059275333086599866}, {2885, 0.07113039970391984}, {2940, 0.059275333086599866}, {3000, 0.059275333086599866}, {3065, 0.05080742835994275}, {3135, 0.05080742835994275}, {3210, 0.0444564998149499}, {3300, 0.03556519985195992}, {3440, 0.019758444362199958}}
0.053;{{520, 0.0889129996298998}, {560, 0.0889129996298998}, {600, 0.0889129996298998}, {640, 0.0889129996298998}, {675, 0.11855066617319973}, {710, 0.0889129996298998}, {750, 0.0889129996298998}, {785, 0.11855066617319973}, {820, 0.0889129996298998}, {860, 0.0889129996298998}, {895, 0.11855066617319973}, {930, 0.0889129996298998}, {965, 0.11855066617319973}, {1000, 0.0889129996298998}, {1035, 0.11855066617319973}, {1065, 0.11855066617319973}, {1100, 0.0889129996298998}, {1135, 0.11855066617319973}, {1165, 0.11855066617319973}, {1200, 0.0889129996298998}, {1235, 0.11855066617319973}, {1265, 0.11855066617319973}, {1300, 0.0889129996298998}, {1335, 0.11855066617319973}, {1365, 0.11855066617319973}, {1400, 0.0889129996298998}, {1435, 0.11855066617319973}, {1465, 0.11855066617319973}, {1500, 0.0889129996298998}, {1535, 0.11855066617319973}, {1570, 0.0889129996298998}, {1605, 0.11855066617319973}, {1640, 0.0889129996298998}, {1675, 0.11855066617319973}, {1710, 0.0889129996298998}, {1745, 0.11855066617319973}, {1780, 0.0889129996298998}, {1820, 0.0889129996298998}, {1855, 0.11855066617319973}, {1890, 0.0889129996298998}, {1930, 0.0889129996298998}, {1970, 0.0889129996298998}, {2010, 0.0889129996298998}, {2050, 0.0889129996298998}, {2090, 0.0889129996298998}, {2130, 0.0889129996298998}, {2170, 0.0889129996298998}, {2210, 0.0889129996298998}, {2250, 0.0889129996298998}, {2295, 0.07113039970391984}, {2340, 0.0889129996298998}, {2385, 0.07113039970391984}, {2430, 0.0889129996298998}, {2475, 0.07113039970391984}, {2520, 0.0889129996298998}, {2565, 0.07113039970391984}, {2615, 0.07113039970391984}, {2665, 0.07113039970391984}, {2715, 0.07113039970391984}, {2770, 0.059275333086599866}, {2825, 0.07113039970391984}, {2880, 0.059275333086599866}, {2940, 0.059275333086599866}, {3000, 0.059275333086599866}, {3060, 0.059275333086599866}, {3125, 0.05080742835994275}, {3200, 0.0444564998149499}, {3290, 0.03556519985195992}, {3430, 0.019758444362199958}}
0.0535;{{520, 0.0889129996298998}, {560, 0.0889129996298998}, {600, 0.0889129996298998}, {640, 0.0889129996298998}, {675, 0.11855066617319973}, {710, 0.0889129996298998}, {750, 0.0889129996298998}, {785, 0.11855066617319973}, {820, 0.0889129996298998}, {855, 0.11855066617319973}, {890, 0.0889129996298998}, {925, 0.11855066617319973}, {960, 0.0889129996298998}, {995, 0.11855066617319973}, {1030, 0.0889129996298998}, {1065, 0.11855066617319973}, {1095, 0.11855066617319973}, {1130, 0.0889129996298998}, {1165, 0.11855066617319973}, {1195, 0.11855066617319973}, {1230, 0.0889129996298998}, {1265, 0.11855066617319973}, {1295, 0.11855066617319973}, {1325, 0.11855066617319973}, {1360, 0.0889129996298998}, {1395, 0.11855066617319973}, {1425, 0.11855066617319973}, {1460, 0.0889129996298998}, {1495, 0.11855066617319973}, {1530, 0.0889129996298998}, {1565, 0.11855066617319973}, {1595, 0.11855066617319973}, {1630, 0.0889129996298998}, {1665, 0.11855066617319973}, {1700, 0.0889129996298998}, {1740, 0.0889129996298998}, {1775, 0.11855066617319973}, {1810, 0.0889129996298998}, {1850, 0.0889129996298998}, {1885, 0.11855066617319973}, {1920, 0.0889129996298998}, {1960, 0.0889129996298998}, {2000, 0.0889129996298998}, {2040, 0.0889129996298998}, {2080, 0.0889129996298998}, {2120, 0.0889129996298998}, {2160, 0.0889129996298998}, {2200, 0.0889129996298998}, {2245, 0.07113039970391984}, {2290, 0.0889129996298998}, {2330, 0.0889129996298998}, {2375, 0.07113039970391984}, {2420, 0.0889129996298998}, {2465, 0.07113039970391984}, {2515, 0.07113039970391984}, {2560, 0.0889129996298998}, {2605, 0.07113039970391984}, {2655, 0.07113039970391984}, {2710, 0.059275333086599866}, {2765, 0.07113039970391984}, {2815, 0.07113039970391984}, {2870, 0.059275333086599866}, {2930, 0.059275333086599866}, {2995, 0.05080742835994275}, {3060, 0.059275333086599866}, {3130, 0.0444564998149499}, {3210, 0.0444564998149499}, {3305, 0.03233199986541811}}
0.054;{{520, 0.0889129996298998}, {560, 0.0889129996298998}, {600, 0.0889129996298998}, {635, 0.11855066617319973}, {670, 0.0889129996298998}, {710, 0.0889129996298998}, {745, 0.11855066617319973}, {780, 0.0889129996298998}, {815, 0.11855066617319973}, {850, 0.0889129996298998}, {885, 0.11855066617319973}, {920, 0.0889129996298998}, {955, 0.11855066617319973}, {990, 0.0889129996298998}, {1025, 0.11855066617319973}, {1055, 0.11855066617319973}, {1090, 0.0889129996298998}, {1125, 0.11855066617319973}, {1155, 0.11855066617319973}, {1190, 0.0889129996298998}, {1225, 0.11855066617319973}, {1255, 0.11855066617319973}, {1290, 0.0889129996298998}, {1325, 0.11855066617319973}, {1355, 0.11855066617319973}, {1390, 0.0889129996298998}, {1425, 0.11855066617319973}, {1455, 0.11855066617319973}, {1490, 0.0889129996298998}, {1525, 0.11855066617319973}, {1555, 0.11855066617319973}, {1590, 0.0889129996298998}, {1625, 0.11855066617319973}, {1660, 0.0889129996298998}, {1695, 0.11855066617319973}, {1730, 0.0889129996298998}, {1765, 0.11855066617319973}, {1800, 0.0889129996298998}, {1840, 0.0889129996298998}, {1880, 0.0889129996298998}, {1915, 0.11855066617319973}, {1950, 0.0889129996298998}, {1990, 0.0889129996298998}, {2030, 0.0889129996298998}, {2070, 0.0889129996298998}, {2110, 0.0889129996298998}, {2155, 0.07113039970391984}, {2200, 0.0889129996298998}, {2240, 0.0889129996298998}, {2280, 0.0889129996298998}, {2325, 0.07113039970391984}, {2370, 0.0889129996298998}, {2415, 0.07113039970391984}, {2465, 0.07113039970391984}, {2515, 0.07113039970391984}, {2560, 0.0889129996298998}, {2605, 0.07113039970391984}, {2660, 0.059275333086599866}, {2715, 0.07113039970391984}, {2765, 0.07113039970391984}, {2820, 0.059275333086599866}, {2880, 0.059275333086599866}, {2940, 0.059275333086599866}, {3000, 0.059275333086599866}, {3065, 0.05080742835994275}, {3140, 0.0444564998149499}, {3225, 0.039516888724399915}, {3350, 0.02222824990747495}}
0.0545;{{520, 0.0889129996298998}, {560, 0.0889129996298998}, {595, 0.11855066617319973}, {630, 0.0889129996298998}, {670, 0.0889129996298998}, {705, 0.11855066617319973}, {740, 0.0889129996298998}, {780, 0.0889129996298998}, {815, 0.11855066617319973}, {850, 0.0889129996298998}, {885, 0.11855066617319973}, {915, 0.11855066617319973}, {950, 0.0889129996298998}, {985, 0.11855066617319973}, {1020, 0.0889129996298998}, {1055, 0.11855066617319973}, {1085, 0.11855066617319973}, {1115, 0.11855066617319973}, {1150, 0.0889129996298998}, {1185, 0.11855066617319973}, {1215, 0.11855066617319973}, {1245, 0.11855066617319973}, {1280, 0.0889129996298998}, {1315, 0.11855066617319973}, {1345, 0.11855066617319973}, {1380, 0.0889129996298998}, {1415, 0.11855066617319973}, {1445, 0.11855066617319973}, {1480, 0.0889129996298998}, {1515, 0.11855066617319973}, {1545, 0.11855066617319973}, {1580, 0.0889129996298998}, {1615, 0.11855066617319973}, {1650, 0.0889129996298998}, {1685, 0.11855066617319973}, {1720, 0.0889129996298998}, {1755, 0.11855066617319973}, {1790, 0.0889129996298998}, {1830, 0.0889129996298998}, {1865, 0.11855066617319973}, {1900, 0.0889129996298998}, {1940, 0.0889129996298998}, {1980, 0.0889129996298998}, {2020, 0.0889129996298998}, {2060, 0.0889129996298998}, {2100, 0.0889129996298998}, {2140, 0.0889129996298998}, {2185, 0.07113039970391984}, {2230, 0.0889129996298998}, {2270, 0.0889129996298998}, {2315, 0.07113039970391984}, {2360, 0.0889129996298998}, {2405, 0.07113039970391984}, {2450, 0.0889129996298998}, {2495, 0.07113039970391984}, {2545, 0.07113039970391984}, {2595, 0.07113039970391984}, {2645, 0.07113039970391984}, {2695, 0.07113039970391984}, {2750, 0.059275333086599866}, {2810, 0.059275333086599866}, {2865, 0.07113039970391984}, {2925, 0.05080742835994275}, {2990, 0.059275333086599866}, {3055, 0.05080742835994275}, {3130, 0.0444564998149499}, {3220, 0.03556519985195992}, {3350, 0.02222824990747495}}
0.055;{{520, 0.0889129996298998}, {555, 0.11855066617319973}, {590, 0.0889129996298998}, {630, 0.0889129996298998}, {670, 0.0889129996298998}, {705, 0.11855066617319973}, {740, 0.0889129996298998}, {775, 0.11855066617319973}, {810, 0.0889129996298998}, {845, 0.11855066617319973}, {880, 0.0889129996298998}, {915, 0.11855066617319973}, {945, 0.11855066617319973}, {980, 0.0889129996298998}, {1015, 0.11855066617319973}, {1045, 0.11855066617319973}, {1075, 0.11855066617319973}, {1110, 0.0889129996298998}, {1145, 0.11855066617319973}, {1175, 0.11855066617319973}, {1210, 0.0889129996298998}, {1245, 0.11855066617319973}, {1275, 0.11855066617319973}, {1305, 0.11855066617319973}, {1340, 0.0889129996298998}, {1375, 0.11855066617319973}, {1405, 0.11855066617319973}, {1435, 0.11855066617319973}, {1470, 0.0889129996298998}, {1505, 0.11855066617319973}, {1535, 0.11855066617319973}, {1570, 0.0889129996298998}, {1605, 0.11855066617319973}, {1640, 0.0889129996298998}, {1675, 0.11855066617319973}, {1710, 0.0889129996298998}, {1745, 0.11855066617319973}, {1780, 0.0889129996298998}, {1820, 0.0889129996298998}, {1855, 0.11855066617319973}, {1890, 0.0889129996298998}, {1930, 0.0889129996298998}, {1970, 0.0889129996298998}, {2010, 0.0889129996298998}, {2050, 0.0889129996298998}, {2090, 0.0889129996298998}, {2130, 0.0889129996298998}, {2175, 0.07113039970391984}, {2220, 0.0889129996298998}, {2260, 0.0889129996298998}, {2305, 0.07113039970391984}, {2355, 0.07113039970391984}, {2400, 0.0889129996298998}, {2445, 0.07113039970391984}, {2495, 0.07113039970391984}, {2545, 0.07113039970391984}, {2595, 0.07113039970391984}, {2645, 0.07113039970391984}, {2700, 0.059275333086599866}, {2755, 0.07113039970391984}, {2810, 0.059275333086599866}, {2870, 0.059275333086599866}, {2930, 0.059275333086599866}, {2995, 0.05080742835994275}, {3070, 0.0444564998149499}, {3155, 0.039516888724399915}, {3260, 0.029637666543299933}}
0.0555;{{520, 0.0889129996298998}, {555, 0.11855066617319973}, {590, 0.0889129996298998}, {630, 0.0889129996298998}, {665, 0.11855066617319973}, {700, 0.0889129996298998}, {740, 0.0889129996298998}, {775, 0.11855066617319973}, {810, 0.0889129996298998}, {845, 0.11855066617319973}, {875, 0.11855066617319973}, {910, 0.0889129996298998}, {945, 0.11855066617319973}, {975, 0.11855066617319973}, {1010, 0.0889129996298998}, {1045, 0.11855066617319973}, {1075, 0.11855066617319973}, {1110, 0.0889129996298998}, {1145, 0.11855066617319973}, {1175, 0.11855066617319973}, {1205, 0.11855066617319973}, {1235, 0.11855066617319973}, {1270, 0.0889129996298998}, {1305, 0.11855066617319973}, {1335, 0.11855066617319973}, {1365, 0.11855066617319973}, {1400, 0.0889129996298998}, {1435, 0.11855066617319973}, {1465, 0.11855066617319973}, {1500, 0.0889129996298998}, {1535, 0.11855066617319973}, {1565, 0.11855066617319973}, {1600, 0.0889129996298998}, {1635, 0.11855066617319973}, {1670, 0.0889129996298998}, {1705, 0.11855066617319973}, {1740, 0.0889129996298998}, {1775, 0.11855066617319973}, {1810, 0.0889129996298998}, {1850, 0.0889129996298998}, {1890, 0.0889129996298998}, {1930, 0.0889129996298998}, {1970, 0.0889129996298998}, {2010, 0.0889129996298998}, {2050, 0.0889129996298998}, {2090, 0.0889129996298998}, {2130, 0.0889129996298998}, {2175, 0.07113039970391984}, {2220, 0.0889129996298998}, {2265, 0.07113039970391984}, {2310, 0.0889129996298998}, {2355, 0.07113039970391984}, {2405, 0.07113039970391984}, {2455, 0.07113039970391984}, {2505, 0.07113039970391984}, {2555, 0.07113039970391984}, {2605, 0.07113039970391984}, {2660, 0.059275333086599866}, {2715, 0.07113039970391984}, {2770, 0.059275333086599866}, {2830, 0.059275333086599866}, {2895, 0.05080742835994275}, {2965, 0.05080742835994275}, {3035, 0.05080742835994275}, {3115, 0.039516888724399915}, {3230, 0.025403714179971375}}
0.056;{{515, 0.11855066617319973}, {550, 0.0889129996298998}, {590, 0.0889129996298998}, {630, 0.0889129996298998}, {665, 0.11855066617319973}, {700, 0.0889129996298998}, {735, 0.11855066617319973}, {770, 0.0889129996298998}, {805, 0.11855066617319973}, {840, 0.0889129996298998}, {875, 0.11855066617319973}, {905, 0.11855066617319973}, {940, 0.0889129996298998}, {975, 0.11855066617319973}, {1005, 0.11855066617319973}, {1040, 0.0889129996298998}, {1075, 0.11855066617319973}, {1105, 0.11855066617319973}, {1135, 0.11855066617319973}, {1170, 0.0889129996298998}, {1205, 0.11855066617319973}, {1235, 0.11855066617319973}, {1265, 0.11855066617319973}, {1295, 0.11855066617319973}, {1330, 0.0889129996298998}, {1365, 0.11855066617319973}, {1395, 0.11855066617319973}, {1425, 0.11855066617319973}, {1460, 0.0889129996298998}, {1495, 0.11855066617319973}, {1525, 0.11855066617319973}, {1560, 0.0889129996298998}, {1595, 0.11855066617319973}, {1625, 0.11855066617319973}, {1660, 0.0889129996298998}, {1695, 0.11855066617319973}, {1730, 0.0889129996298998}, {1765, 0.11855066617319973}, {1800, 0.0889129996298998}, {1840, 0.0889129996298998}, {1880, 0.0889129996298998}, {1920, 0.0889129996298998}, {1960, 0.0889129996298998}, {2000, 0.0889129996298998}, {2040, 0.0889129996298998}, {2080, 0.0889129996298998}, {2125, 0.07113039970391984}, {2170, 0.0889129996298998}, {2215, 0.07113039970391984}, {2265, 0.07113039970391984}, {2310, 0.0889129996298998}, {2355, 0.07113039970391984}, {2405, 0.07113039970391984}, {2455, 0.07113039970391984}, {2505, 0.07113039970391984}, {2560, 0.059275333086599866}, {2615, 0.07113039970391984}, {2670, 0.059275333086599866}, {2730, 0.059275333086599866}, {2790, 0.059275333086599866}, {2855, 0.05080742835994275}, {2925, 0.05080742835994275}, {3000, 0.0444564998149499}, {3090, 0.03556519985195992}, {3230, 0.019758444362199958}}
0.0565;{{510, 0.0889129996298998}, {545, 0.11855066617319973}, {580, 0.0889129996298998}, {620, 0.0889129996298998}, {655, 0.11855066617319973}, {690, 0.0889129996298998}, {725, 0.11855066617319973}, {760, 0.0889129996298998}, {795, 0.11855066617319973}, {830, 0.0889129996298998}, {865, 0.11855066617319973}, {895, 0.11855066617319973}, {930, 0.0889129996298998}, {965, 0.11855066617319973}, {995, 0.11855066617319973}, {1025, 0.11855066617319973}, {1060, 0.0889129996298998}, {1095, 0.11855066617319973}, {1125, 0.11855066617319973}, {1155, 0.11855066617319973}, {1185, 0.11855066617319973}, {1215, 0.11855066617319973}, {1250, 0.0889129996298998}, {1285, 0.11855066617319973}, {1315, 0.11855066617319973}, {1345, 0.11855066617319973}, {1375, 0.11855066617319973}, {1405, 0.11855066617319973}, {1440, 0.0889129996298998}, {1475, 0.11855066617319973}, {1505, 0.11855066617319973}, {1535, 0.11855066617319973}, {1570, 0.0889129996298998}, {1605, 0.11855066617319973}, {1635, 0.11855066617319973}, {1670, 0.0889129996298998}, {1705, 0.11855066617319973}, {1740, 0.0889129996298998}, {1780, 0.0889129996298998}, {1815, 0.11855066617319973}, {1850, 0.0889129996298998}, {1890, 0.0889129996298998}, {1930, 0.0889129996298998}, {1975, 0.07113039970391984}, {2020, 0.0889129996298998}, {2065, 0.07113039970391984}, {2115, 0.07113039970391984}, {2165, 0.07113039970391984}, {2215, 0.07113039970391984}, {2265, 0.07113039970391984}, {2320, 0.059275333086599866}, {2380, 0.059275333086599866}, {2440, 0.059275333086599866}, {2505, 0.05080742835994275}, {2575, 0.05080742835994275}, {2650, 0.0444564998149499}, {2735, 0.039516888724399915}, {2840, 0.029637666543299933}}
0.057;{{510, 0.0889129996298998}, {545, 0.11855066617319973}, {580, 0.0889129996298998}, {620, 0.0889129996298998}, {655, 0.11855066617319973}, {690, 0.0889129996298998}, {725, 0.11855066617319973}, {760, 0.0889129996298998}, {795, 0.11855066617319973}, {825, 0.11855066617319973}, {860, 0.0889129996298998}, {895, 0.11855066617319973}, {925, 0.11855066617319973}, {960, 0.0889129996298998}, {995, 0.11855066617319973}, {1025, 0.11855066617319973}, {1055, 0.11855066617319973}, {1085, 0.11855066617319973}, {1115, 0.11855066617319973}, {1150, 0.0889129996298998}, {1185, 0.11855066617319973}, {1215, 0.11855066617319973}, {1245, 0.11855066617319973}, {1275, 0.11855066617319973}, {1305, 0.11855066617319973}, {1335, 0.11855066617319973}, {1370, 0.0889129996298998}, {1405, 0.11855066617319973}, {1435, 0.11855066617319973}, {1465, 0.11855066617319973}, {1495, 0.11855066617319973}, {1530, 0.0889129996298998}, {1565, 0.11855066617319973}, {1595, 0.11855066617319973}, {1630, 0.0889129996298998}, {1665, 0.11855066617319973}, {1695, 0.11855066617319973}, {1730, 0.0889129996298998}, {1765, 0.11855066617319973}, {1800, 0.0889129996298998}, {1840, 0.0889129996298998}, {1880, 0.0889129996298998}, {1920, 0.0889129996298998}, {1960, 0.0889129996298998}, {2005, 0.07113039970391984}, {2050, 0.0889129996298998}, {2100, 0.059275333086599866}, {2155, 0.07113039970391984}, {2210, 0.059275333086599866}, {2275, 0.05080742835994275}, {2350, 0.0444564998149499}, {2435, 0.039516888724399915}, {2550, 0.025403714179971375}}
0.0575;{{510, 0.0889129996298998}, {545, 0.11855066617319973}, {580, 0.0889129996298998}, {615, 0.11855066617319973}, {650, 0.0889129996298998}, {685, 0.11855066617319973}, {720, 0.0889129996298998}, {755, 0.11855066617319973}, {790, 0.0889129996298998}, {825, 0.11855066617319973}, {855, 0.11855066617319973}, {890, 0.0889129996298998}, {925, 0.11855066617319973}, {955, 0.11855066617319973}, {985, 0.11855066617319973}, {1015, 0.11855066617319973}, {1050, 0.0889129996298998}, {1085, 0.11855066617319973}, {1115, 0.11855066617319973}, {1145, 0.11855066617319973}, {1175, 0.11855066617319973}, {1205, 0.11855066617319973}, {1235, 0.11855066617319973}, {1270, 0.0889129996298998}, {1305, 0.11855066617319973}, {1335, 0.11855066617319973}, {1365, 0.11855066617319973}, {1395, 0.11855066617319973}, {1425, 0.11855066617319973}, {1455, 0.11855066617319973}, {1490, 0.0889129996298998}, {1525, 0.11855066617319973}, {1555, 0.11855066617319973}, {1585, 0.11855066617319973}, {1620, 0.0889129996298998}, {1655, 0.11855066617319973}, {1685, 0.11855066617319973}, {1720, 0.0889129996298998}, {1755, 0.11855066617319973}, {1785, 0.11855066617319973}, {1815, 0.11855066617319973}, {1850, 0.0889129996298998}, {1885, 0.11855066617319973}, {1915, 0.11855066617319973}, {1945, 0.11855066617319973}, {1975, 0.11855066617319973}, {2005, 0.11855066617319973}, {2040, 0.0889129996298998}, {2080, 0.0889129996298998}, {2125, 0.07113039970391984}, {2185, 0.05080742835994275}, {2265, 0.039516888724399915}}
0.058;{{505, 0.11855066617319973}, {540, 0.0889129996298998}, {580, 0.0889129996298998}, {615, 0.11855066617319973}, {650, 0.0889129996298998}, {685, 0.11855066617319973}, {720, 0.0889129996298998}, {755, 0.11855066617319973}, {785, 0.11855066617319973}, {820, 0.0889129996298998}, {855, 0.11855066617319973}, {885, 0.11855066617319973}, {920, 0.0889129996298998}, {955, 0.11855066617319973}, {985, 0.11855066617319973}, {1015, 0.11855066617319973}, {1045, 0.11855066617319973}, {1075, 0.11855066617319973}, {1105, 0.11855066617319973}, {1135, 0.11855066617319973}, {1170, 0.0889129996298998}, {1205, 0.11855066617319973}, {1235, 0.11855066617319973}, {1265, 0.11855066617319973}, {1295, 0.11855066617319973}, {1325, 0.11855066617319973}, {1355, 0.11855066617319973}, {1385, 0.11855066617319973}, {1415, 0.11855066617319973}, {1450, 0.0889129996298998}, {1485, 0.11855066617319973}, {1515, 0.11855066617319973}, {1545, 0.11855066617319973}, {1575, 0.11855066617319973}, {1605, 0.11855066617319973}, {1635, 0.11855066617319973}, {1665, 0.11855066617319973}, {1695, 0.11855066617319973}, {1725, 0.11855066617319973}, {1750, 0.1778259992597996}, {1765, 0.3556519985195992}, {1780, 0.1778259992597996}, {1795, 0.3556519985195992}, {1805, 0.3556519985195992}, {1815, 0.3556519985195992}, {1830, 0.1778259992597996}, {1845, 0.3556519985195992}, {1855, 0.3556519985195992}, {1865, 0.3556519985195992}, {1875, 0.3556519985195992}, {1885, 0.3556519985195992}, {1895, 0.3556519985195992}, {1910, 0.1778259992597996}, {1925, 0.3556519985195992}, {1935, 0.3556519985195992}, {1945, 0.3556519985195992}, {1960, 0.1778259992597996}, {1975, 0.3556519985195992}, {1985, 0.3556519985195992}, {2000, 0.1778259992597996}, {2015, 0.3556519985195992}, {2030, 0.1778259992597996}, {2050, 0.1778259992597996}, {2070, 0.1778259992597996}, {2090, 0.1778259992597996}, {2115, 0.11855066617319973}, {2145, 0.11855066617319973}, {2180, 0.0889129996298998}, {2225, 0.07113039970391984}, {2300, 0.03556519985195992}}
