BackgroundIntensity;distance;Membrane GEF @ illuminated pole @ t=0;Membrane GEF @ non-illuminated pole @ t=0;Cytosol GEF @ illuminated pole @ t=0;Cytosol GEF @ non-illuminated pole @ t=0;Membrane GEF @ illuminated pole @ t=300;Membrane GEF @ non-illuminated pole @ t=300;Cytosol GEF @ illuminated pole @ t=300;Cytosol GEF @ non-illuminated pole @ t=300;Membrane GEF @ illuminated pole @ t=600;Membrane GEF @ non-illuminated pole @ t=600;Cytosol GEF @ illuminated pole @ t=600;Cytosol GEF @ non-illuminated pole @ t=600;Membrane GEF @ illuminated pole @ t=900;Membrane GEF @ non-illuminated pole @ t=900;Cytosol GEF @ illuminated pole @ t=900;Cytosol GEF @ non-illuminated pole @ t=900;Membrane GEF @ illuminated pole @ t=1200;Membrane GEF @ non-illuminated pole @ t=1200;Cytosol GEF @ illuminated pole @ t=1200;Cytosol GEF @ non-illuminated pole @ t=1200;Membrane GEF @ illuminated pole @ t=1500;Membrane GEF @ non-illuminated pole @ t=1500;Cytosol GEF @ illuminated pole @ t=1500;Cytosol GEF @ non-illuminated pole @ t=1500;Membrane GEF @ illuminated pole @ t=1800;Membrane GEF @ non-illuminated pole @ t=1800;Cytosol GEF @ illuminated pole @ t=1800;Cytosol GEF @ non-illuminated pole @ t=1800;Membrane GEF @ illuminated pole @ t=2100;Membrane GEF @ non-illuminated pole @ t=2100;Cytosol GEF @ illuminated pole @ t=2100;Cytosol GEF @ non-illuminated pole @ t=2100;Membrane GEF @ illuminated pole @ t=2400;Membrane GEF @ non-illuminated pole @ t=2400;Cytosol GEF @ illuminated pole @ t=2400;Cytosol GEF @ non-illuminated pole @ t=2400;Membrane GEF @ illuminated pole @ t=2700;Membrane GEF @ non-illuminated pole @ t=2700;Cytosol GEF @ illuminated pole @ t=2700;Cytosol GEF @ non-illuminated pole @ t=2700;Membrane GEF @ illuminated pole @ t=3000;Membrane GEF @ non-illuminated pole @ t=3000;Cytosol GEF @ illuminated pole @ t=3000;Cytosol GEF @ non-illuminated pole @ t=3000;Membrane GEF @ illuminated pole @ t=3300;Membrane GEF @ non-illuminated pole @ t=3300;Cytosol GEF @ illuminated pole @ t=3300;Cytosol GEF @ non-illuminated pole @ t=3300;Membrane GEF @ illuminated pole @ t=3600;Membrane GEF @ non-illuminated pole @ t=3600;Cytosol GEF @ illuminated pole @ t=3600;Cytosol GEF @ non-illuminated pole @ t=3600;Membrane GEF @ illuminated pole @ t=3900;Membrane GEF @ non-illuminated pole @ t=3900;Cytosol GEF @ illuminated pole @ t=3900;Cytosol GEF @ non-illuminated pole @ t=3900;Membrane GEF @ illuminated pole @ t=4200;Membrane GEF @ non-illuminated pole @ t=4200;Cytosol GEF @ illuminated pole @ t=4200;Cytosol GEF @ non-illuminated pole @ t=4200;Membrane GEF @ illuminated pole @ t=4500;Membrane GEF @ non-illuminated pole @ t=4500;Cytosol GEF @ illuminated pole @ t=4500;Cytosol GEF @ non-illuminated pole @ t=4500;Membrane GEF @ illuminated pole @ t=4800;Membrane GEF @ non-illuminated pole @ t=4800;Cytosol GEF @ illuminated pole @ t=4800;Cytosol GEF @ non-illuminated pole @ t=4800;Membrane GEF @ illuminated pole @ t=5100;Membrane GEF @ non-illuminated pole @ t=5100;Cytosol GEF @ illuminated pole @ t=5100;Cytosol GEF @ non-illuminated pole @ t=5100;Membrane GEF @ illuminated pole @ t=5400;Membrane GEF @ non-illuminated pole @ t=5400;Cytosol GEF @ illuminated pole @ t=5400;Cytosol GEF @ non-illuminated pole @ t=5400;Membrane GEF @ illuminated pole @ t=5700;Membrane GEF @ non-illuminated pole @ t=5700;Cytosol GEF @ illuminated pole @ t=5700;Cytosol GEF @ non-illuminated pole @ t=5700;Membrane GEF @ illuminated pole @ t=6000;Membrane GEF @ non-illuminated pole @ t=6000;Cytosol GEF @ illuminated pole @ t=6000;Cytosol GEF @ non-illuminated pole @ t=6000
0.0495;278.2553493179531;5.494399999999999e-7;2.598e-8;60.;60.;3.4656;0.55003;59.873;59.964;3.7967;0.87132;59.922;59.962;3.6074;1.0321;59.951;59.966;3.2544;1.0871;59.97;59.971;2.859;1.0745;59.983;59.977;2.4717;1.0207;59.992;59.982;2.1143;0.94356;59.999;59.986;1.7951;0.85538;60.003;59.99;1.5156;0.76413;60.006;59.993;1.2743;0.6749;60.007;59.995;1.0679;0.59073;60.008;59.997;0.89266;0.5133;60.009;59.998;0.74458;0.44336;60.009;59.999;0.62;0.38104;60.008;59.999;0.51536;0.32608;60.008;60.;0.42783;0.27802;60.008;60.;0.35493;0.23633;60.007;60.;0.29432;0.20038;60.006;60.;0.24388;0.16953;60.006;60.;0.20187;0.14313;60.005;60.
0.05;278.2553493179531;5.497e-7;2.6242e-8;60.;60.;3.471;0.5557;59.872;59.964;3.8055;0.8803;59.921;59.962;3.6178;1.0427;59.95;59.966;3.2655;1.0983;59.97;59.971;2.87;1.0856;59.983;59.976;2.4821;1.0312;59.992;59.982;2.124;0.95329;59.998;59.986;1.8038;0.8642;60.003;59.99;1.5235;0.77201;60.005;59.993;1.2812;0.68185;60.007;59.995;1.074;0.59681;60.008;59.997;0.89791;0.51858;60.009;59.998;0.74911;0.44792;60.009;59.999;0.62388;0.38495;60.008;59.999;0.51871;0.32943;60.008;60.;0.43068;0.28087;60.008;60.;0.35727;0.23873;60.007;60.;0.29628;0.2024;60.006;60.;0.24557;0.17123;60.006;60.;0.20335;0.14457;60.005;60.
0.0505;281.24734232137195;5.4996e-7;2.6505e-8;60.;60.;3.4756;0.56121;59.872;59.964;3.8133;0.88903;59.921;59.961;3.6274;1.0531;59.95;59.965;3.2757;1.1092;59.969;59.971;2.8802;1.0964;59.983;59.976;2.4919;1.0414;59.992;59.981;2.1331;0.96273;59.998;59.986;1.8121;0.87276;60.003;59.99;1.5309;0.77965;60.005;59.993;1.2878;0.6886;60.007;59.995;1.0798;0.60271;60.008;59.997;0.90292;0.52371;60.009;59.998;0.75372;0.45243;60.009;59.999;0.62791;0.38887;60.008;59.999;0.52216;0.33279;60.008;60.;0.43358;0.28373;60.008;60.;0.35968;0.24115;60.007;60.;0.29829;0.20443;60.006;60.;0.24728;0.17295;60.006;60.;0.20482;0.14602;60.005;60.
0.051;281.24734232137195;5.5022e-7;2.6767e-8;60.;60.;3.4793;0.56651;59.872;59.963;3.8201;0.89742;59.92;59.961;3.6359;1.063;59.95;59.965;3.285;1.1197;59.969;59.97;2.8896;1.1067;59.982;59.976;2.501;1.0512;59.992;59.981;2.1415;0.97182;59.998;59.986;1.8198;0.881;60.002;59.99;1.5378;0.78701;60.005;59.993;1.294;0.69509;60.007;59.995;1.0852;0.60841;60.008;59.997;0.90768;0.52865;60.009;59.998;0.75757;0.45661;60.009;59.999;0.63303;0.39312;60.008;59.999;0.52819;0.33713;60.008;60.;0.43891;0.28758;60.008;60.;0.3643;0.24451;60.007;60.;0.30217;0.20734;60.006;60.;0.25052;0.17542;60.006;60.;0.2076;0.14813;60.005;60.
0.0515;278.2553493179531;5.5049e-7;2.7029e-8;60.;60.;3.4821;0.57159;59.871;59.963;3.8258;0.90548;59.92;59.961;3.6433;1.0725;59.949;59.965;3.2933;1.1297;59.969;59.97;2.898;1.1167;59.982;59.976;2.5092;1.0607;59.992;59.981;2.1492;0.98054;59.998;59.986;1.8269;0.8889;60.002;59.989;1.5443;0.79407;60.005;59.992;1.2997;0.70132;60.007;59.995;1.0902;0.61384;60.008;59.997;0.91206;0.53337;60.009;59.998;0.76136;0.46068;60.009;59.999;0.63564;0.39637;60.008;59.999;0.52938;0.33944;60.008;60.;0.43967;0.2894;60.008;60.;0.36468;0.24594;60.007;60.;0.30208;0.20838;60.007;60.;0.25005;0.17612;60.006;60.;0.20702;0.14861;60.005;60.
0.052;281.24734232137195;5.5075e-7;2.7292e-8;60.;60.;3.4838;0.57652;59.871;59.963;3.8305;0.91326;59.92;59.96;3.6499;1.0818;59.949;59.964;3.3007;1.1394;59.969;59.97;2.9057;1.1262;59.982;59.976;2.5168;1.0698;59.991;59.981;2.1564;0.98895;59.998;59.986;1.8336;0.89652;60.002;59.989;1.5503;0.80087;60.005;59.992;1.3051;0.70733;60.007;59.995;1.095;0.6191;60.008;59.997;0.91622;0.53793;60.009;59.998;0.76498;0.46461;60.009;59.999;0.63751;0.39928;60.008;59.999;0.53034;0.34165;60.008;60.;0.44043;0.29123;60.008;60.;0.3653;0.24744;60.007;60.;0.30283;0.20968;60.007;60.;0.25101;0.17732;60.006;60.;0.20801;0.14967;60.005;60.
0.0525;278.2553493179531;5.510100000000001e-7;2.7554e-8;60.;60.;3.491;0.58252;59.871;59.962;3.8412;0.92277;59.919;59.96;3.6621;1.093;59.949;59.964;3.3134;1.1513;59.968;59.969;2.9182;1.138;59.982;59.975;2.5285;1.0809;59.991;59.981;2.1672;0.99926;59.998;59.985;1.8433;0.90586;60.002;59.989;1.5589;0.80921;60.005;59.992;1.3127;0.7147;60.007;59.995;1.1016;0.62554;60.008;59.996;0.92196;0.54353;60.009;59.998;0.76993;0.46944;60.009;59.999;0.64181;0.40343;60.008;59.999;0.53423;0.34525;60.008;60.;0.44414;0.2944;60.008;60.;0.3689;0.25027;60.007;60.;0.30616;0.2122;60.007;60.;0.25392;0.17951;60.006;60.;0.21047;0.15156;60.005;60.
0.053;278.2553493179531;5.512699999999999e-7;2.7817e-8;60.;60.;3.4915;0.58707;59.871;59.962;3.8443;0.92997;59.919;59.96;3.667;1.1015;59.948;59.964;3.3193;1.1603;59.968;59.969;2.9245;1.1469;59.982;59.975;2.5349;1.0893;59.991;59.981;2.1733;1.007;59.998;59.985;1.849;0.91292;60.002;59.989;1.5641;0.81551;60.005;59.992;1.3174;0.72026;60.007;59.995;1.1058;0.63041;60.008;59.996;0.92567;0.54776;60.008;59.998;0.77343;0.47318;60.009;59.999;0.64546;0.4069;60.008;59.999;0.53712;0.34819;60.008;60.;0.44629;0.29684;60.008;60.;0.37043;0.25225;60.007;60.;0.30737;0.21382;60.007;60.;0.25498;0.18086;60.006;60.;0.2114;0.1527;60.005;60.
0.0535;278.2553493179531;5.515299999999999e-7;2.8079000000000003e-8;60.;60.;3.4829;0.5897;59.871;59.962;3.837;0.93409;59.919;59.96;3.6618;1.1064;59.948;59.963;3.3159;1.1654;59.968;59.969;2.9225;1.1519;59.981;59.975;2.5339;1.0941;59.991;59.981;2.1731;1.0115;59.997;59.985;1.8493;0.91693;60.002;59.989;1.5647;0.81909;60.005;59.992;1.3182;0.72341;60.007;59.995;1.1067;0.63318;60.008;59.996;0.92657;0.55015;60.008;59.998;0.77404;0.47516;60.009;59.999;0.64536;0.40833;60.008;59.999;0.53707;0.34938;60.008;60.;0.4462;0.2978;60.008;60.;0.3702;0.253;60.007;60.;0.30703;0.21439;60.007;60.;0.25459;0.18129;60.006;60.;0.21105;0.15301;60.005;60.
0.054;275.26335631453424;5.518e-7;2.8342e-8;60.;60.;3.4922;0.59586;59.87;59.961;3.8487;0.94384;59.919;59.959;3.6749;1.1179;59.948;59.963;3.3294;1.1776;59.968;59.969;2.9356;1.1639;59.981;59.975;2.5462;1.1055;59.991;59.98;2.1844;1.022;59.997;59.985;1.8594;0.92648;60.002;59.989;1.5737;0.82763;60.005;59.992;1.3261;0.73095;60.007;59.995;1.1135;0.63976;60.008;59.996;0.93249;0.55587;60.008;59.998;0.77912;0.48009;60.009;59.999;0.64979;0.41257;60.008;59.999;0.54112;0.35305;60.008;60.;0.45007;0.30104;60.008;60.;0.37395;0.25591;60.007;60.;0.3105;0.21697;60.007;60.;0.25768;0.18354;60.006;60.;0.21373;0.15497;60.005;60.
0.0545;272.2713633111154;5.520599999999999e-7;2.8604e-8;60.;60.;3.4909;0.60003;59.87;59.961;3.8497;0.95042;59.919;59.959;3.6779;1.1257;59.948;59.963;3.3335;1.1858;59.967;59.969;2.9403;1.172;59.981;59.975;2.5511;1.1132;59.991;59.98;2.1892;1.0291;59.997;59.985;1.8641;0.93293;60.002;59.989;1.5781;0.83338;60.005;59.992;1.33;0.73603;60.007;59.995;1.1171;0.6442;60.008;59.996;0.93562;0.55972;60.008;59.998;0.78187;0.48341;60.009;59.999;0.65211;0.41541;60.008;59.999;0.54287;0.35543;60.008;60.;0.45133;0.303;60.008;60.;0.37494;0.25751;60.007;60.;0.31133;0.2183;60.007;60.;0.2583;0.18466;60.006;60.;0.21406;0.15588;60.005;60.
0.055;269.2793703076965;5.5232e-7;2.8866000000000002e-8;60.;60.;3.4904;0.60434;59.87;59.961;3.8516;0.95723;59.918;59.959;3.6816;1.1338;59.948;59.963;3.3383;1.1942;59.967;59.968;2.9457;1.1804;59.981;59.974;2.5566;1.1212;59.99;59.98;2.1946;1.0365;59.997;59.985;1.8692;0.9396;60.002;59.989;1.5827;0.83934;60.005;59.992;1.3342;0.74128;60.007;59.994;1.1209;0.6488;60.008;59.996;0.93896;0.56371;60.008;59.998;0.78557;0.48712;60.008;59.999;0.65562;0.41875;60.008;59.999;0.54588;0.35832;60.008;60.;0.45378;0.30545;60.008;60.;0.37693;0.25957;60.007;60.;0.313;0.22002;60.007;60.;0.25979;0.18612;60.006;60.;0.21539;0.15713;60.005;60.
0.0555;266.2873773042777;5.5258e-7;2.9129000000000002e-8;60.;60.;3.4909;0.60885;59.87;59.96;3.8547;0.96436;59.918;59.958;3.6864;1.1422;59.947;59.962;3.3441;1.2031;59.967;59.968;2.952;1.1892;59.981;59.974;2.5629;1.1296;59.99;59.98;2.2007;1.0442;59.997;59.985;1.8748;0.94659;60.002;59.989;1.5879;0.84558;60.005;59.992;1.3389;0.7468;60.007;59.994;1.125;0.65362;60.008;59.996;0.94261;0.5679;60.008;59.998;0.78799;0.49047;60.008;59.999;0.65739;0.42146;60.008;59.999;0.54737;0.36059;60.008;60.;0.45508;0.30735;60.008;60.;0.37807;0.26117;60.007;60.;0.31399;0.22137;60.007;60.;0.26063;0.18725;60.006;60.;0.2161;0.15808;60.005;60.
0.056;260.30339129744;5.5285e-7;2.9390999999999998e-8;60.;60.;3.4856;0.61215;59.87;59.96;3.8514;0.96955;59.918;59.958;3.6851;1.1484;59.947;59.962;3.3443;1.2096;59.967;59.968;2.9531;1.1956;59.98;59.974;2.5648;1.1356;59.99;59.98;2.2028;1.0498;59.997;59.985;1.8771;0.95166;60.001;59.989;1.5902;0.85011;60.005;59.992;1.3411;0.75079;60.007;59.994;1.1271;0.65711;60.008;59.996;0.94452;0.57093;60.008;59.998;0.7897;0.49308;60.008;59.999;0.65884;0.42369;60.008;59.999;0.54871;0.3625;60.008;60.;0.45643;0.30901;60.008;60.;0.37943;0.26263;60.007;60.;0.31517;0.22266;60.006;60.;0.26151;0.18834;60.006;60.;0.21672;0.15897;60.005;60.
0.0565;254.31940529060228;5.5311e-7;2.9654e-8;60.;60.;3.4888;0.61724;59.87;59.96;3.8575;0.97762;59.918;59.958;3.6929;1.1579;59.947;59.962;3.3529;1.2197;59.966;59.968;2.9619;1.2055;59.98;59.974;2.5732;1.145;59.99;59.98;2.2108;1.0585;59.997;59.985;1.8844;0.95957;60.001;59.989;1.5968;0.85717;60.004;59.992;1.347;0.75703;60.006;59.994;1.1322;0.66256;60.008;59.996;0.949;0.57566;60.008;59.998;0.79353;0.49716;60.008;59.999;0.66209;0.42719;60.008;59.999;0.55148;0.36548;60.008;60.;0.45884;0.31155;60.008;60.;0.38149;0.26478;60.007;60.;0.31692;0.22448;60.007;60.;0.26296;0.18988;60.006;60.;0.21793;0.16026;60.005;60.
0.057;236.3674472700892;5.5337e-7;2.9916e-8;60.;60.;3.4994;0.62394;59.869;59.96;3.8719;0.98825;59.917;59.957;3.7088;1.1705;59.946;59.961;3.369;1.2329;59.966;59.967;2.9773;1.2186;59.98;59.974;2.5876;1.1575;59.99;59.979;2.2238;1.07;59.997;59.984;1.8961;0.97002;60.001;59.988;1.6071;0.8665;60.004;59.992;1.356;0.76526;60.006;59.994;1.14;0.66977;60.008;59.996;0.95567;0.58193;60.008;59.998;0.79899;0.50256;60.008;59.999;0.66662;0.43179;60.008;59.999;0.55526;0.36936;60.008;60.;0.46212;0.31481;60.008;60.;0.38432;0.26755;60.007;60.;0.31931;0.22683;60.007;60.;0.26495;0.19189;60.006;60.;0.21951;0.16196;60.005;60.
0.0575;221.40748225299495;5.5363e-7;3.0178e-8;60.;60.;3.5043;0.62945;59.869;59.959;3.8801;0.99698;59.917;59.957;3.7186;1.1809;59.946;59.961;3.3794;1.2438;59.966;59.967;2.9877;1.2294;59.98;59.973;2.5975;1.1677;59.989;59.979;2.2331;1.0795;59.996;59.984;1.9045;0.97858;60.001;59.988;1.6146;0.87415;60.004;59.992;1.3626;0.77202;60.006;59.994;1.1458;0.6757;60.008;59.996;0.9604;0.58712;60.008;59.998;0.80299;0.507;60.008;59.999;0.67015;0.43554;60.008;59.999;0.55861;0.37254;60.008;60.;0.46514;0.31759;60.008;60.;0.38681;0.27;60.007;60.;0.32118;0.22895;60.007;60.;0.26633;0.19364;60.006;60.;0.2207;0.16338;60.005;60.
0.058;242.35143327692688;5.538899999999999e-7;3.0441e-8;60.;60.;3.5099;0.6351;59.869;59.959;3.8889;1.0059;59.916;59.956;3.7292;1.1915;59.946;59.961;3.3906;1.255;59.966;59.967;2.9987;1.2404;59.979;59.973;2.608;1.1782;59.989;59.979;2.2427;1.0892;59.996;59.984;1.9132;0.98737;60.001;59.988;1.6224;0.882;60.004;59.992;1.3695;0.77896;60.006;59.994;1.1519;0.68175;60.008;59.996;0.96602;0.59225;60.008;59.998;0.80828;0.5114;60.008;59.999;0.67504;0.43942;60.008;59.999;0.56288;0.376;60.008;60.;0.46873;0.32061;60.008;60.;0.38986;0.27256;60.007;60.;0.32396;0.2311;60.007;60.;0.26899;0.19549;60.006;60.;0.22321;0.16501;60.005;60.
0.0585;376.99111843077515;5.5416e-7;3.0703e-8;60.;60.;3.5156;0.64078;59.868;59.958;3.898;1.0149;59.916;59.956;3.7399;1.2021;59.945;59.96;3.4018;1.2662;59.965;59.966;3.0099;1.2515;59.979;59.973;2.6185;1.1888;59.989;59.979;2.2525;1.0989;59.996;59.984;1.9221;0.99621;60.001;59.988;1.6303;0.88989;60.004;59.992;1.3765;0.78594;60.006;59.994;1.1577;0.68798;60.008;59.996;0.97049;0.59777;60.008;59.998;0.81152;0.51614;60.008;59.999;0.67719;0.44333;60.008;59.999;0.56447;0.37916;60.008;60.;0.47001;0.32314;60.008;60.;0.39094;0.27459;60.007;60.;0.32481;0.23273;60.007;60.;0.2696;0.19681;60.006;60.;0.22364;0.16609;60.005;60.
0.059;376.99111843077515;5.5442e-7;3.0966e-8;60.;60.;3.5213;0.64647;59.868;59.958;3.907;1.0239;59.916;59.956;3.7506;1.2128;59.945;59.96;3.4131;1.2775;59.965;59.966;3.021;1.2627;59.979;59.973;2.6291;1.1993;59.989;59.979;2.2623;1.1087;59.996;59.984;1.9309;1.0051;60.001;59.988;1.6382;0.89779;60.004;59.991;1.3835;0.79288;60.006;59.994;1.1641;0.69387;60.008;59.996;0.97665;0.60278;60.008;59.998;0.81747;0.52054;60.008;59.999;0.68291;0.4473;60.008;59.999;0.56959;0.38282;60.008;60.;0.47442;0.32651;60.008;60.;0.39466;0.2776;60.007;60.;0.32795;0.23536;60.007;60.;0.27227;0.19906;60.006;60.;0.22587;0.168;60.005;60.
0.0595;376.99111843077515;5.5468e-7;3.1228e-8;60.;60.;3.527;0.65216;59.867;59.958;3.916;1.033;59.915;59.955;3.7613;1.2235;59.945;59.96;3.4244;1.2887;59.965;59.966;3.0321;1.2738;59.979;59.972;2.6397;1.2099;59.989;59.978;2.272;1.1185;59.996;59.984;1.9398;1.0139;60.001;59.988;1.6461;0.90579;60.004;59.991;1.3901;0.80027;60.006;59.994;1.1692;0.70056;60.008;59.996;0.9802;0.60859;60.008;59.998;0.8197;0.52534;60.008;59.999;0.68442;0.4511;60.008;59.999;0.57073;0.38573;60.008;60.;0.47535;0.32871;60.008;60.;0.39546;0.2793;60.007;60.;0.32866;0.23672;60.007;60.;0.27286;0.20018;60.006;60.;0.22637;0.16893;60.006;60.
0.06;376.99111843077515;5.5494e-7;3.1491e-8;60.;60.;3.5327;0.65784;59.867;59.957;3.9251;1.042;59.915;59.955;3.772;1.2342;59.944;59.959;3.4356;1.3;59.964;59.966;3.0433;1.2849;59.978;59.972;2.6502;1.2204;59.989;59.978;2.2818;1.1282;59.996;59.984;1.9486;1.0228;60.001;59.988;1.654;0.9138;60.004;59.991;1.3971;0.80722;60.006;59.994;1.1756;0.70644;60.008;59.996;0.98642;0.61345;60.008;59.998;0.82589;0.52956;60.008;59.999;0.69017;0.45495;60.008;59.999;0.57574;0.38936;60.008;60.;0.47961;0.33199;60.008;60.;0.39907;0.28214;60.007;60.;0.33173;0.23914;60.007;60.;0.27552;0.20225;60.006;60.;0.22866;0.17071;60.006;60.
